Unnamed: 0,GenBankID,UniProtID,pIspG,length,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,charged_aa,hydrophobic_aa,cysteine_content,histidine_content,molecular_weight,isoelectric_point,aromaticity,instability_index,organism,index,GO:0005506,GO:0005829,GO:0009055,GO:0016114,GO:0016491,GO:0019288,GO:0046429,GO:0046872,GO:0051539,GO:0141197,RMSE
37,AEW97312.1,F8JZL2,-,385,13.506493506493506,2.0779220779220777,4.935064935064935,6.753246753246753,2.0779220779220777,8.831168831168831,1.0389610389610389,6.753246753246753,4.675324675324675,7.532467532467532,1.818181818181818,1.818181818181818,5.194805194805195,4.675324675324675,5.194805194805195,5.454545454545454,4.415584415584416,11.688311688311687,0.2597402597402597,1.2987012987012987,21.55844155844156,39.48051948051948,2.0779220779220777,1.0389610389610389,40379.08940000002,5.354881095886231,0.0363636363636363,37.17506493506493,Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488,37,1,0,0,1,0,1,1,0,1,1,1.5681817531585691
38,WP_014624852.1,G0GEV3,-,366,8.743169398907105,1.366120218579235,3.825136612021858,9.01639344262295,2.73224043715847,9.289617486338798,1.639344262295082,6.284153005464481,3.825136612021858,8.743169398907105,3.0054644808743167,1.912568306010929,5.737704918032787,1.092896174863388,7.923497267759563,5.46448087431694,4.371584699453552,12.295081967213116,0.819672131147541,1.912568306010929,24.59016393442623,36.0655737704918,1.366120218579235,1.639344262295082,39776.74740000005,5.982951927185058,0.0546448087431694,35.037158469945346,Spirochaeta thermophila,38,1,0,0,1,0,1,1,0,1,1,1.5580092668533323
39,BAM02738.1,I0IBV0,-,420,10.238095238095235,1.4285714285714286,6.190476190476191,8.333333333333332,2.857142857142857,9.761904761904765,2.619047619047619,6.666666666666667,5.238095238095238,8.80952380952381,1.4285714285714286,1.4285714285714286,5.0,1.6666666666666667,7.6190476190476195,4.047619047619048,3.333333333333333,11.428571428571429,0.2380952380952381,1.6666666666666667,27.380952380952383,37.142857142857146,1.4285714285714286,2.619047619047619,45381.77720000002,5.950042152404785,0.0476190476190476,34.2212142857143,Phycisphaera mikurensis NBRC 102666,39,1,0,0,1,0,1,1,0,1,1,1.538410782814026
40,CCQ91393.1,M1Z076,-,387,7.751937984496124,1.8087855297157625,8.010335917312661,8.2687338501292,2.3255813953488373,7.493540051679587,1.550387596899225,8.785529715762273,7.493540051679587,7.493540051679587,2.0671834625323,3.617571059431525,4.651162790697675,2.0671834625323,6.2015503875969,5.426356589147287,4.651162790697675,7.235142118863049,0.516795865633075,2.5839793281653747,29.97416020671835,31.26614987080104,1.8087855297157625,1.550387596899225,42816.4049,5.34294490814209,0.0542635658914728,43.1343669250646,Nitrospina gracilis 3/211,40,1,0,0,1,0,1,1,0,1,1,2.2586796283721924
42,CAB14437.1,P54482,-,377,12.20159151193634,1.326259946949602,4.509283819628647,9.814323607427056,1.5915119363395225,7.957559681697612,2.122015915119363,10.610079575596815,9.283819628647215,7.6923076923076925,1.5915119363395225,3.183023872679045,3.4482758620689653,1.0610079575596816,4.774535809018567,4.509283819628647,4.774535809018567,7.6923076923076925,0.0,1.8567639257294428,28.381962864721483,38.196286472148536,1.326259946949602,2.122015915119363,40582.57799999999,6.740956687927247,0.0344827586206896,26.828647214854108,Bacillus subtilis subsp. subtilis str. 168,42,1,0,0,1,0,1,1,0,1,1,0.679141640663147
44,BAA17717.1,P73672,-,403,7.94044665012407,1.488833746898263,5.955334987593052,7.6923076923076925,1.7369727047146404,8.933002481389577,2.729528535980149,6.451612903225806,4.962779156327544,8.6848635235732,3.722084367245657,1.9851116625310172,4.962779156327544,2.977667493796526,6.20347394540943,4.218362282878412,5.459057071960298,10.42183622828784,0.2481389578163771,3.225806451612903,24.81389578163772,33.49875930521092,1.488833746898263,2.729528535980149,44175.47349999999,5.639360237121582,0.0521091811414392,30.60744416873448,Synechocystis sp. PCC 6803,44,1,0,0,1,0,1,1,0,1,0,2.176899671554565
45,EAU54713.1,Q0EZJ1,-,368,10.869565217391305,1.0869565217391304,6.25,7.608695652173914,1.358695652173913,8.695652173913043,2.717391304347826,7.608695652173914,5.706521739130435,7.880434782608696,3.260869565217391,3.260869565217391,3.532608695652174,2.4456521739130435,5.978260869565218,5.978260869565218,3.804347826086957,10.326086956521738,0.0,1.6304347826086956,25.543478260869566,36.684782608695656,1.0869565217391304,2.717391304347826,39482.91160000003,5.753095054626464,0.029891304347826,31.0508152173913,Mariprofundus ferrooxydans PV-1,45,1,0,0,1,0,1,1,0,1,1,0.5147678256034851
47,WP_011479842.1,Q1H0U9,-,428,10.046728971962615,1.6355140186915886,5.14018691588785,5.607476635514018,1.6355140186915886,8.878504672897195,1.4018691588785046,5.841121495327103,4.439252336448598,7.943925233644859,3.2710280373831773,3.2710280373831773,4.906542056074766,4.672897196261682,6.308411214953271,6.308411214953271,5.841121495327103,9.579439252336448,0.7009345794392523,2.570093457943925,21.49532710280374,33.41121495327103,1.6355140186915886,1.4018691588785046,46109.38600000001,7.0075883865356445,0.0490654205607476,37.01144859813084,Methylobacillus flagellatus,47,1,0,0,1,0,1,1,0,1,1,1.5264211893081665
48,ABF40425.1,Q1IRS5,-,413,9.20096852300242,1.452784503631961,6.5375302663438255,5.569007263922518,1.694915254237288,7.990314769975787,1.452784503631961,6.779661016949152,6.5375302663438255,7.506053268765134,3.389830508474576,4.116222760290557,4.358353510895883,3.87409200968523,5.326876513317192,4.358353510895883,6.053268765133172,10.16949152542373,0.7263922518159807,2.905569007263922,23.97094430992736,33.65617433414044,1.452784503631961,1.452784503631961,45073.423900000016,6.623356819152832,0.0532687651331719,27.518159806295397,Candidatus Koribacter versatilis Ellin345,48,1,0,0,1,0,1,1,0,1,1,1.2570940256118774
49,WP_011529847.1,Q1J0H8,-,424,9.669811320754718,0.9433962264150944,4.245283018867925,6.367924528301887,1.4150943396226416,8.49056603773585,2.5943396226415096,4.481132075471698,3.537735849056604,9.433962264150944,3.0660377358490565,3.0660377358490565,6.839622641509433,4.716981132075472,6.367924528301887,5.188679245283019,6.60377358490566,8.962264150943396,1.179245283018868,2.8301886792452837,20.5188679245283,32.54716981132076,0.9433962264150944,2.5943396226415096,46134.273000000016,6.434139823913574,0.0542452830188679,34.32311320754717,Deinococcus geothermalis,49,1,0,0,1,0,1,1,0,1,1,1.4186524152755735
50,WP_011455057.1,Q28R10,-,377,11.93633952254642,1.8567639257294428,5.835543766578249,6.896551724137931,2.3872679045092835,9.283819628647215,3.4482758620689653,8.222811671087534,5.039787798408488,5.305039787798409,3.978779840848806,3.4482758620689653,3.978779840848806,3.4482758620689653,5.039787798408488,5.835543766578249,4.244031830238726,8.222811671087534,0.5305039787798408,1.0610079575596816,22.81167108753316,33.687002652519894,1.8567639257294428,3.4482758620689653,40310.63610000004,5.739624214172364,0.039787798408488,44.28753315649868,Jannaschia sp. CCS1,50,1,0,0,1,0,1,1,0,1,1,0.74854975938797
51,WP_011444079.1,Q2GBA8,-,374,13.101604278074866,2.406417112299465,5.614973262032086,7.4866310160427805,1.6042780748663104,9.090909090909092,2.941176470588235,6.417112299465241,3.7433155080213902,8.288770053475936,1.8716577540106951,2.13903743315508,3.7433155080213902,2.13903743315508,6.684491978609626,5.88235294117647,5.080213903743315,9.893048128342247,0.53475935828877,1.3368983957219251,23.52941176470588,37.70053475935829,2.406417112299465,2.941176470588235,39623.83460000006,5.614748954772949,0.03475935828877,40.1350267379679,Novosphingobium aromaticivorans,51,1,0,0,1,0,1,1,0,1,1,0.657356321811676
52,ABC19357.1,Q2RJN2,-,359,14.48467966573816,1.392757660167131,4.178272980501393,7.520891364902507,1.392757660167131,10.86350974930362,1.392757660167131,7.242339832869081,4.456824512534819,10.86350974930362,1.6713091922005572,1.392757660167131,4.456824512534819,3.62116991643454,9.192200557103064,2.5069637883008355,3.064066852367688,9.47075208913649,0.0,0.8356545961002786,25.348189415041784,42.06128133704736,1.392757660167131,1.392757660167131,37981.888700000025,9.235821342468263,0.022284122562674,36.57325905292477,Moorella thermoacetica ATCC 39073,52,1,0,0,1,0,1,1,0,1,1,0.4839079678058624
53,ABA79143.1,Q3J241,-,377,13.79310344827586,1.5915119363395225,5.305039787798409,6.896551724137931,1.5915119363395225,9.283819628647215,3.183023872679045,7.957559681697612,4.244031830238726,7.427055702917771,2.6525198938992043,2.9177718832891246,3.7135278514588856,1.8567639257294428,5.570291777188329,6.896551724137931,4.509283819628647,8.753315649867375,0.5305039787798408,1.326259946949602,22.015915119363395,37.93103448275862,1.5915119363395225,3.183023872679045,39676.93340000005,5.771113014221191,0.0344827586206896,37.21326259946949,Cereibacter sphaeroides 2.4.1,53,1,0,0,1,0,1,1,0,1,1,0.5701643228530884
54,WP_002810560.1,Q3JAC5,-,381,8.923884514435695,2.099737532808399,7.349081364829396,6.824146981627297,1.837270341207349,7.086614173228346,2.099737532808399,7.874015748031496,4.986876640419948,8.398950131233596,1.574803149606299,3.674540682414698,4.986876640419948,3.4120734908136483,6.824146981627297,5.511811023622047,5.511811023622047,8.136482939632545,0.5249343832020997,2.3622047244094486,25.984251968503933,33.33333333333333,2.099737532808399,2.099737532808399,41780.13310000004,5.507323265075683,0.0472440944881889,32.558267716535426,Nitrosococcus oceani,54,1,0,0,1,0,1,1,0,1,1,3.734800338745117
55,WP_011044983.1,Q47WC0,-,376,7.446808510638298,1.3297872340425532,7.180851063829788,6.648936170212766,2.393617021276596,7.180851063829788,0.7978723404255319,9.574468085106384,5.851063829787234,8.77659574468085,2.393617021276596,4.787234042553192,3.723404255319149,3.191489361702128,6.648936170212766,7.180851063829788,4.25531914893617,9.042553191489365,0.0,1.5957446808510638,26.329787234042552,34.840425531914896,1.3297872340425532,0.7978723404255319,41117.81220000005,5.537732124328612,0.0398936170212766,38.06249999999999,Colwellia,55,1,0,0,1,0,1,1,0,1,1,0.3427284359931946
56,EAM48116.1,Q4BW34,-,412,7.038834951456311,1.4563106796116505,4.611650485436893,8.737864077669903,1.9417475728155336,8.980582524271846,2.912621359223301,7.766990291262135,5.339805825242718,8.980582524271846,3.155339805825242,2.4271844660194173,4.611650485436893,2.912621359223301,6.067961165048544,4.368932038834951,5.825242718446602,9.223300970873789,0.2427184466019417,3.3980582524271843,24.75728155339806,33.00970873786408,1.4563106796116505,2.912621359223301,45459.9749,5.897352409362793,0.0558252427184466,35.8077912621359,Crocosphaera watsonii WH 8501,56,1,0,0,1,0,1,1,0,1,0,2.294010162353516
57,WP_011281768.1,Q4FNA0,-,366,6.284153005464481,1.912568306010929,6.830601092896176,6.284153005464481,2.185792349726776,7.650273224043716,2.185792349726776,12.021857923497269,9.01639344262295,8.743169398907105,1.366120218579235,4.918032786885246,3.278688524590164,2.459016393442623,3.825136612021858,8.743169398907105,4.098360655737705,6.830601092896176,0.0,1.366120218579235,25.956284153005463,33.87978142076503,1.912568306010929,2.185792349726776,39735.3639,6.722256660461426,0.0355191256830601,33.309562841530045,Candidatus Pelagibacter ubique,57,1,0,0,1,0,1,1,0,1,1,0.674104630947113
59,BAD40486.1,Q67PA7,-,370,8.91891891891892,2.4324324324324325,4.594594594594595,10.27027027027027,1.6216216216216215,10.0,1.6216216216216215,8.108108108108109,5.675675675675676,6.756756756756757,2.1621621621621623,2.1621621621621623,3.5135135135135136,1.891891891891892,7.837837837837839,3.5135135135135136,4.324324324324325,12.162162162162163,0.2702702702702703,2.1621621621621623,28.37837837837838,35.945945945945944,2.4324324324324325,1.6216216216216215,40240.08680000002,5.863135337829589,0.0405405405405405,37.54648648648647,Symbiobacterium thermophilum IAM 14863,59,1,0,0,1,0,1,1,0,1,1,0.6667302846908569
61,AAS82019.1,Q72H18,-,406,11.330049261083744,0.7389162561576355,3.201970443349754,10.344827586206897,2.2167487684729066,8.620689655172415,2.4630541871921183,3.940886699507389,5.41871921182266,11.083743842364532,2.4630541871921183,1.7241379310344829,6.65024630541872,1.477832512315271,7.881773399014778,3.940886699507389,5.172413793103448,8.866995073891626,0.7389162561576355,1.7241379310344829,26.84729064039409,35.221674876847295,0.7389162561576355,2.4630541871921183,44216.59150000002,6.827465629577637,0.0467980295566502,35.67339901477831,Thermus thermophilus HB27,61,1,0,0,1,0,1,1,0,1,1,2.803880453109741
62,WP_002678768.1,Q73N90,-,387,7.493540051679587,1.8087855297157625,6.2015503875969,8.010335917312661,3.10077519379845,8.010335917312661,1.2919896640826871,8.785529715762273,10.07751937984496,10.594315245478036,2.0671834625323,3.359173126614987,2.5839793281653747,2.5839793281653747,5.167958656330749,6.459948320413436,5.426356589147287,5.943152454780361,0.516795865633075,0.516795865633075,29.457364341085277,32.81653746770026,1.8087855297157625,1.2919896640826871,42459.77180000002,8.517514610290526,0.041343669250646,37.88116279069765,Treponema,62,1,0,0,1,0,1,1,0,1,1,2.314314842224121
63,BAC91563.1,Q7NFA4,-,396,9.595959595959595,1.5151515151515151,5.555555555555555,6.565656565656567,1.2626262626262623,9.090909090909092,3.0303030303030303,5.808080808080808,3.2828282828282838,10.606060606060606,2.525252525252525,2.0202020202020203,5.555555555555555,2.0202020202020203,8.585858585858585,3.0303030303030303,5.808080808080808,10.85858585858586,0.2525252525252525,3.0303030303030303,23.98989898989899,36.86868686868687,1.5151515151515151,3.0303030303030303,43157.49219999999,6.873448371887207,0.0454545454545454,31.689393939393923,Gloeobacter violaceus PCC 7421,63,1,0,0,1,0,1,1,0,1,0,2.158811569213867
65,AAP05169.1,Q823I7,-,606,6.6006600660066,2.31023102310231,4.455445544554455,8.085808580858085,3.96039603960396,6.930693069306932,3.7953795379537953,6.270627062706271,7.590759075907591,9.405940594059404,2.64026402640264,3.3003300330033,4.62046204620462,2.31023102310231,3.630363036303631,5.6105610561056105,6.930693069306932,8.745874587458747,0.6600660066006601,2.145214521452145,23.76237623762376,31.02310231023102,2.31023102310231,3.7953795379537953,67124.83920000016,6.307161521911622,0.0676567656765676,29.639438943894373,Chlamydia caviae GPIC,65,1,0,0,1,0,1,1,0,1,1,0.9996504187583924
66,BAC08548.1,Q8DK70,-,402,8.208955223880597,1.4925373134328357,3.9800995024875614,9.203980099502488,1.4925373134328357,8.706467661691542,2.238805970149253,7.213930348258707,4.975124378109453,8.706467661691542,3.482587064676617,2.985074626865672,5.721393034825871,1.7412935323383083,6.7164179104477615,3.9800995024875614,5.472636815920398,9.701492537313433,0.2487562189054726,3.731343283582089,24.875621890547265,33.83084577114428,1.4925373134328357,2.238805970149253,44191.66679999999,5.938333320617676,0.0547263681592039,36.24480099502487,Thermosynechococcus vestitus BP-1,66,1,0,1,1,0,1,1,0,1,0,2.469752311706543
67,CAB91132.1,Q9KYR9,-,385,11.688311688311687,1.818181818181818,5.194805194805195,7.272727272727272,2.0779220779220777,8.831168831168831,1.2987012987012987,7.272727272727272,5.194805194805195,6.753246753246753,2.0779220779220777,1.818181818181818,5.454545454545454,5.194805194805195,5.194805194805195,5.974025974025974,4.675324675324675,10.649350649350648,0.2597402597402597,1.2987012987012987,22.857142857142858,36.36363636363637,1.818181818181818,1.2987012987012987,40795.34700000001,5.362383842468262,0.0363636363636363,34.46285714285713,Streptomyces coelicolor A3(2),67,1,0,0,1,0,1,1,0,1,1,1.564038872718811
68,AAD35972.1,Q9WZZ3,-,344,8.13953488372093,1.162790697674419,4.941860465116279,10.755813953488373,1.744186046511628,8.13953488372093,0.872093023255814,10.465116279069768,8.720930232558139,7.267441860465117,1.744186046511628,2.9069767441860463,2.0348837209302326,1.744186046511628,6.686046511627906,5.523255813953488,3.1976744186046515,11.918604651162791,0.2906976744186046,1.744186046511628,31.1046511627907,37.7906976744186,1.162790697674419,0.872093023255814,37759.43800000002,6.433003044128417,0.0377906976744186,32.397994186046496,Thermotoga maritima MSB8,68,1,0,0,1,0,1,1,0,1,1,1.040312886238098
69,WP_010883016.1,Q9Z8H0,-,613,7.177814029363784,1.957585644371941,5.5464926590538335,7.3409461663947795,4.078303425774878,6.688417618270799,4.078303425774878,6.851549755301795,6.688417618270799,10.114192495921696,2.446982055464926,2.936378466557912,5.057096247960848,2.7732463295269167,4.078303425774878,4.404567699836868,7.177814029363784,7.3409461663947795,0.6525285481239804,2.6101141924959217,23.65415986949429,31.484502446982056,1.957585644371941,4.078303425774878,68308.00620000024,6.039734077453613,0.0734094616639478,32.6247960848287,Chlamydia pneumoniae,69,1,0,0,1,0,1,1,0,1,1,0.999504566192627
70,WP_000892444.1,Q9ZLL0,-,359,9.47075208913649,1.1142061281337048,5.571030640668524,6.963788300835655,3.62116991643454,7.242339832869081,1.9498607242339836,9.47075208913649,9.749303621169917,9.47075208913649,2.785515320334262,4.178272980501393,3.064066852367688,1.6713091922005572,4.456824512534819,6.685236768802229,3.899721448467967,6.963788300835655,0.2785515320334262,1.392757660167131,26.740947075208915,35.37604456824512,1.1142061281337048,1.9498607242339836,39259.322400000005,8.933335685729983,0.0529247910863509,28.125905292479107,Helicobacter pylori,70,1,0,0,1,0,1,1,0,1,1,1.2724167108535769
71,EOA62006.1,S6G5D3,-,400,8.25,2.0,5.25,6.0,2.25,10.25,1.7500000000000002,6.0,7.000000000000001,8.75,3.0,4.25,3.0,2.5,4.5,7.249999999999999,3.5000000000000004,11.75,0.5,2.25,22.75,34.75,2.0,1.7500000000000002,42806.01110000002,7.563246345520021,0.05,28.390750000000004,Anaplasma phagocytophilum str. CRT38,71,1,0,0,1,0,1,1,0,1,0,1.7906582355499268
72,WP_005223505.1,W0E1A0,-,410,11.219512195121952,2.195121951219512,5.365853658536586,6.829268292682928,1.4634146341463417,9.024390243902438,2.195121951219512,4.878048780487805,2.682926829268293,7.317073170731707,4.146341463414634,3.414634146341464,4.634146341463414,4.390243902439024,8.292682926829269,5.121951219512195,5.121951219512195,8.780487804878048,0.4878048780487805,2.4390243902439024,23.170731707317078,32.19512195121951,2.195121951219512,2.195121951219512,44473.239100000064,6.040870857238769,0.0439024390243902,40.44170731707318,Marichromatium purpuratum,72,1,0,0,1,0,1,1,0,1,1,1.3332685232162476
73,EWC76322.1,W7JBQ5,-,823,3.0376670716889427,1.701093560145808,5.103280680437424,7.897934386391252,4.0097205346294045,5.224787363304982,1.8226002430133657,9.842041312272174,11.421628189550423,9.720534629404618,2.3086269744835968,10.814094775212636,2.0656136087484813,2.0656136087484813,3.6452004860267313,4.738760631834751,4.25273390036452,5.710814094775213,0.3645200486026731,4.25273390036452,28.068043742405838,28.311057108140947,1.701093560145808,1.8226002430133657,95124.72590000049,8.911158561706543,0.0862697448359659,42.80442284325649,Plasmodium falciparum UGT5.1,73,1,0,0,1,0,1,1,0,1,0,0.8851813077926636
