GenBankID,UniProtID,pIspG,length,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,neg_charged_aa,pos_charged_aa,hydrophobic_aa,molecular_weight,isoelectric_point,aromaticity,instability_index,organism,GO:0005506,GO:0005829,GO:0009055,GO:0016114,GO:0019288,GO:0046429,GO:0046872,GO:0051539,GO:0141197,RMSE,binding_site_opening,CL_FLDA_A,CL_FLDA_B,Sphere25_length,Sphere25_aa_A,Sphere25_aa_C,Sphere25_aa_D,Sphere25_aa_E,Sphere25_aa_F,Sphere25_aa_G,Sphere25_aa_H,Sphere25_aa_I,Sphere25_aa_K,Sphere25_aa_L,Sphere25_aa_M,Sphere25_aa_N,Sphere25_aa_P,Sphere25_aa_Q,Sphere25_aa_R,Sphere25_aa_S,Sphere25_aa_T,Sphere25_aa_V,Sphere25_aa_W,Sphere25_aa_Y,Sphere25_neg_charged_aa,Sphere25_pos_charged_aa,Sphere25_hydrophobic_aa,Sphere25_molecular_weight
ACU05649.1,C6XST6,-,644,7.763975155279502,1.2422360248447204,6.6770186335403725,6.055900621118012,2.484472049689441,7.453416149068323,1.8633540372670807,6.211180124223603,5.590062111801243,10.093167701863354,3.7267080745341614,4.658385093167702,3.7267080745341614,3.260869565217391,4.813664596273292,4.968944099378882,6.6770186335403725,7.298136645962733,0.4658385093167702,4.968944099378882,12.732919254658384,12.267080745341614,31.366459627329192,71624.21040000036,5.4155282974243155,0.07919254658385093,24.660714285714263,Pedobacter heparinus DSM 2366,1,0,0,1,1,1,0,1,1,12.317587852478027,9.42462014245407,17.45113414679823,17.447603813415423,112.0,6.25,2.6785714285714284,8.035714285714286,3.571428571428571,1.7857142857142856,9.821428571428571,0.8928571428571428,9.821428571428571,8.035714285714286,8.928571428571429,2.6785714285714284,3.571428571428571,2.6785714285714284,2.6785714285714284,6.25,3.571428571428571,9.821428571428571,4.464285714285714,0.8928571428571428,3.571428571428571,11.607142857142858,15.178571428571427,29.464285714285715,12380.184699999983
ALO15331.1,A0A0S2HZ10,-,638,8.307210031347962,0.9404388714733543,5.6426332288401255,6.896551724137931,3.2915360501567394,6.739811912225706,2.3510971786833856,6.739811912225706,6.112852664576803,8.150470219435736,2.8213166144200628,5.015673981191222,3.605015673981191,3.2915360501567394,5.6426332288401255,5.329153605015674,6.583072100313479,9.090909090909092,0.7836990595611284,2.664576802507837,12.539184952978054,14.106583072100312,32.288401253918494,70799.24380000035,6.350472831726075,0.06739811912225704,33.007523510971815,Salinivirga cyanobacteriivorans,1,0,0,1,1,1,0,1,1,10.818547248840332,8.975313001048,20.434636687054798,20.627601653807762,319.5,10.015673981191222,1.8779388714733543,4.381857366771159,6.57278605015674,2.5039184952978055,7.824745297805643,1.5649490595611284,7.511755485893417,5.946806426332288,7.824745297805643,2.8169083072100314,4.694847178683386,2.8169083072100314,1.8779388714733543,5.633816614420063,5.790066614420063,6.885775862068966,10.954643416927901,0.3129898119122257,2.1909286833855797,10.954643416927901,13.14557210031348,36.30681818181819,34483.02935000001
KZD16972.1,A0A1V6K6T3,-,360,13.055555555555557,1.3888888888888888,3.888888888888889,6.666666666666667,1.9444444444444444,10.833333333333334,2.2222222222222223,8.055555555555555,1.3888888888888888,8.333333333333332,1.3888888888888888,1.6666666666666667,5.833333333333333,1.6666666666666667,10.833333333333334,6.944444444444445,4.722222222222222,8.61111111111111,0.5555555555555556,0.0,10.555555555555555,14.444444444444443,38.05555555555556,37835.05420000004,9.473903083801272,0.025,38.57749999999999,Candidatus Fermentibacter danicus,1,0,0,1,1,1,0,1,1,1.8101950883865356,11.292474035628253,35.09967483440213,35.49672065580651,116.0,8.620689655172415,2.586206896551724,3.4482758620689653,8.620689655172415,4.310344827586207,12.931034482758621,1.7241379310344827,7.758620689655173,0.0,8.620689655172415,1.7241379310344827,0.8620689655172413,5.172413793103448,1.7241379310344827,11.206896551724139,7.758620689655173,3.4482758620689653,8.620689655172415,0.8620689655172413,0.0,12.068965517241379,12.931034482758621,33.62068965517241,12417.113599999988
DAA93923.1,A0A292RBG3,-,351,6.837606837606838,1.7094017094017095,5.698005698005698,7.122507122507122,1.9943019943019942,7.977207977207977,1.4245014245014245,10.256410256410255,8.547008547008547,10.256410256410255,1.7094017094017095,6.837606837606838,3.133903133903134,2.564102564102564,5.698005698005698,5.128205128205128,3.9886039886039883,7.4074074074074066,0.0,1.7094017094017095,12.82051282051282,15.669515669515668,34.75783475783476,38588.27960000001,8.741929054260254,0.037037037037037035,29.78034188034188,Candidatus Gastranaerophilales bacterium HUM_7,1,0,0,1,1,1,0,1,1,1.773446798324585,8.547391276991114,16.645327720814546,15.917198718151669,105.0,6.666666666666667,2.857142857142857,3.8095238095238098,7.6190476190476195,4.761904761904762,10.476190476190476,0.9523809523809524,9.523809523809524,8.571428571428571,8.571428571428571,0.9523809523809524,6.666666666666667,2.857142857142857,1.9047619047619049,5.714285714285714,3.8095238095238098,3.8095238095238098,7.6190476190476195,0.0,2.857142857142857,11.428571428571429,15.238095238095239,32.38095238095238,11572.293399999993
AXA34785.1,A0A2Z4Y2M4,-,384,10.9375,1.8229166666666667,3.6458333333333335,8.854166666666668,1.8229166666666667,7.8125,1.3020833333333335,7.8125,3.125,7.8125,1.5625,3.90625,4.427083333333334,3.3854166666666665,9.114583333333332,5.46875,5.46875,8.854166666666668,0.26041666666666663,2.604166666666667,12.5,13.541666666666666,35.41666666666667,41903.416300000055,6.5753278732299805,0.046875,43.41354166666665,Candidatus Sumerlaea chitinivorans,1,0,0,1,1,1,0,1,1,1.23964262008667,9.392527275685257,17.855371739617574,17.70255201650049,106.0,11.320754716981133,3.7735849056603774,3.7735849056603774,9.433962264150944,2.8301886792452833,9.433962264150944,0.0,5.660377358490567,2.8301886792452833,4.716981132075472,1.8867924528301887,0.9433962264150944,4.716981132075472,4.716981132075472,10.377358490566039,3.7735849056603774,5.660377358490567,11.320754716981133,0.0,2.8301886792452833,13.20754716981132,13.20754716981132,33.0188679245283,11531.079699999991
AAP05169.1,Q823I7,-,606,6.6006600660066,2.31023102310231,4.455445544554455,8.085808580858085,3.9603960396039604,6.9306930693069315,3.7953795379537953,6.270627062706271,7.590759075907591,9.405940594059405,2.6402640264026402,3.3003300330033,4.62046204620462,2.31023102310231,3.6303630363036308,5.6105610561056105,6.9306930693069315,8.745874587458747,0.6600660066006601,2.145214521452145,12.541254125412541,15.016501650165019,31.02310231023102,67124.83920000016,6.307161521911622,0.06765676567656766,29.639438943894373,Chlamydia caviae GPIC,1,0,0,1,1,1,0,1,1,20.796083450317383,9.740292821613092,45.72397961273816,46.17247764958104,330.5,7.412476654337715,3.6309371223495805,4.236093309407844,6.354139964111766,3.9335152158787126,7.715054747866848,2.7232028417621854,7.261874244699161,5.446405683524371,8.925367121983374,3.9335152158787126,2.118046654703922,3.6309371223495805,2.7232028417621854,3.9335152158787126,5.143827589995239,7.261874244699161,10.892811367048742,0.30257809352913173,2.420624748233054,10.590233273519612,12.10312374116527,34.492529388068995,36103.455200000026
ACZ37901.1,D1C7R8,-,368,11.41304347826087,1.0869565217391304,5.706521739130435,8.152173913043478,2.1739130434782608,8.695652173913043,2.717391304347826,8.423913043478262,5.163043478260869,7.880434782608696,2.1739130434782608,2.1739130434782608,5.978260869565218,1.9021739130434785,7.065217391304348,2.717391304347826,4.3478260869565215,11.141304347826086,0.0,1.0869565217391304,13.858695652173914,14.945652173913043,38.858695652173914,39567.423800000004,5.981701469421386,0.03260869565217391,32.73532608695651,Sphaerobacter thermophilus DSM 20745,1,0,0,1,1,1,0,1,1,1.5328519344329834,8.464898170231873,17.522929360572043,17.572720311108757,110.5,9.954954954954955,2.714987714987715,4.524979524979525,9.04995904995905,2.714987714987715,9.954954954954955,0.904995904995905,9.04995904995905,7.23996723996724,6.334971334971335,1.80999180999181,2.714987714987715,3.61998361998362,2.714987714987715,7.23996723996724,1.80999180999181,2.714987714987715,13.120393120393121,0.0,1.80999180999181,13.574938574938574,15.384930384930383,38.46027846027846,11999.40649999999
BAC91563.1,Q7NFA4,-,396,9.595959595959595,1.5151515151515151,5.555555555555555,6.565656565656567,1.2626262626262625,9.090909090909092,3.0303030303030303,5.808080808080808,3.2828282828282833,10.606060606060606,2.525252525252525,2.0202020202020203,5.555555555555555,2.0202020202020203,8.585858585858585,3.0303030303030303,5.808080808080808,10.85858585858586,0.25252525252525254,3.0303030303030303,12.121212121212121,14.898989898989898,36.868686868686865,43157.492199999986,6.873448371887207,0.045454545454545456,31.689393939393923,Gloeobacter violaceus PCC 7421,1,0,0,1,1,1,0,1,0,2.429487943649292,9.483498476967448,18.774634887331157,19.022495728799196,113.0,7.964601769911504,2.6548672566371683,3.5398230088495577,7.964601769911504,0.8849557522123894,10.619469026548673,1.7699115044247788,6.1946902654867255,3.5398230088495577,11.504424778761061,2.6548672566371683,2.6548672566371683,4.424778761061947,0.8849557522123894,8.849557522123893,2.6548672566371683,7.079646017699115,8.849557522123893,0.8849557522123894,4.424778761061947,11.504424778761061,14.15929203539823,34.51327433628318,12446.336899999988
BAA17717.1,P73672,-,403,7.94044665012407,1.488833746898263,5.955334987593052,7.6923076923076925,1.7369727047146404,8.933002481389577,2.729528535980149,6.451612903225806,4.962779156327544,8.6848635235732,3.722084367245657,1.9851116625310175,4.962779156327544,2.977667493796526,6.20347394540943,4.218362282878412,5.459057071960298,10.421836228287841,0.24813895781637718,3.225806451612903,13.647642679900745,13.895781637717123,33.49875930521092,44175.473499999986,5.639360237121582,0.05210918114143921,30.60744416873448,Synechocystis sp. PCC 6803,1,0,0,1,1,1,0,1,0,2.535801649093628,9.449187669730085,40.446930483659166,41.0865869552526,112.0,8.035714285714286,2.6785714285714284,6.25,8.928571428571429,0.8928571428571428,9.821428571428571,1.7857142857142856,7.142857142857142,4.464285714285714,9.821428571428571,2.6785714285714284,2.6785714285714284,2.6785714285714284,2.6785714285714284,6.25,1.7857142857142856,7.142857142857142,8.035714285714286,0.8928571428571428,5.357142857142857,15.178571428571427,12.5,33.035714285714285,12449.11229999999
AAS82019.1,Q72H18,-,406,11.330049261083744,0.7389162561576355,3.201970443349754,10.344827586206897,2.2167487684729066,8.620689655172415,2.4630541871921183,3.9408866995073892,5.41871921182266,11.083743842364532,2.4630541871921183,1.7241379310344827,6.65024630541872,1.477832512315271,7.8817733990147785,3.9408866995073892,5.172413793103448,8.866995073891626,0.7389162561576355,1.7241379310344827,13.546798029556651,15.763546798029557,35.221674876847295,44216.591500000024,6.827465629577637,0.046798029556650245,35.67339901477831,Thermus thermophilus HB27,1,0,0,1,1,1,0,1,1,1.332635521888733,11.08851286789649,18.452656584840025,18.58474255587206,125.0,10.4,2.4,1.6,13.600000000000001,4.0,10.4,1.6,4.8,4.8,11.200000000000001,0.8,0.8,4.8,2.4,5.6000000000000005,4.0,4.0,10.4,0.8,1.6,15.2,12.0,36.8,13508.412399999987
ACX75977.1,C9RL29,-,579,11.398963730569948,1.5544041450777202,6.0449050086355784,7.081174438687392,3.7996545768566494,8.635578583765112,1.2089810017271159,5.699481865284974,6.390328151986183,8.117443868739207,2.072538860103627,2.4179620034542317,5.008635578583765,2.4179620034542317,5.699481865284974,4.66321243523316,5.354058721934369,9.499136442141623,0.3454231433506045,2.5906735751295336,13.126079447322972,13.298791018998275,34.715025906735754,62498.119500000175,5.857337760925293,0.06735751295336788,32.74386873920551,Fibrobacter succinogenes subsp. succinogenes S85,1,0,0,1,1,1,0,1,1,25.076990127563477,7.41203713159363,19.61791956348436,19.842350095531437,280.0,10.178063495707853,1.785737062972742,4.642916363729129,5.357211188918226,3.9286215385400323,9.642980140052806,1.4285896503781936,7.8572430770800645,5.000063776323678,8.214390489674614,2.500031888161839,2.8571793007563873,4.285768951134582,2.8571793007563873,5.000063776323678,6.071506014107323,6.071506014107323,9.820916083113305,0.3571474125945484,2.142884475567291,10.000127552647356,11.428717203025549,36.070613145575834,29885.295049999986
CAB14437.1,P54482,-,377,12.20159151193634,1.3262599469496021,4.509283819628647,9.814323607427056,1.5915119363395225,7.957559681697612,2.122015915119363,10.610079575596817,9.283819628647215,7.6923076923076925,1.5915119363395225,3.183023872679045,3.4482758620689653,1.0610079575596816,4.774535809018567,4.509283819628647,4.774535809018567,7.6923076923076925,0.0,1.8567639257294428,14.323607427055704,16.180371352785148,38.196286472148536,40582.57799999999,6.740956687927247,0.034482758620689655,26.828647214854108,Bacillus subtilis subsp. subtilis str. 168,1,0,0,1,1,1,0,1,1,2.057913303375244,9.283286516284504,22.924016505147573,23.629334215558846,113.0,10.619469026548673,2.6548672566371683,2.6548672566371683,12.389380530973451,1.7699115044247788,9.734513274336283,0.8849557522123894,11.504424778761061,7.964601769911504,9.734513274336283,0.8849557522123894,3.5398230088495577,3.5398230088495577,0.0,6.1946902654867255,5.3097345132743365,3.5398230088495577,6.1946902654867255,0.0,0.8849557522123894,15.04424778761062,15.04424778761062,38.05309734513274,12114.957999999988
ACL21716.1,B8FR29,-,364,9.340659340659341,1.6483516483516485,3.571428571428571,9.340659340659341,0.8241758241758242,10.43956043956044,2.197802197802198,7.142857142857142,5.4945054945054945,12.087912087912088,1.9230769230769231,2.197802197802198,4.395604395604396,3.021978021978022,6.043956043956044,4.395604395604396,3.571428571428571,9.89010989010989,0.27472527472527475,2.197802197802198,12.912087912087914,13.736263736263737,38.46153846153847,39129.038300000015,5.984600257873535,0.03296703296703297,37.720879120879104,Desulfitobacterium hafniense DCB-2,1,0,0,1,1,1,0,1,1,2.6022262573242188,8.539807802292849,16.546209476993162,16.876862287611882,109.0,10.091743119266056,2.7522935779816518,1.834862385321101,11.926605504587156,1.834862385321101,11.009174311926607,0.9174311926605505,4.587155963302752,6.422018348623854,16.51376146788991,2.293577981651376,3.211009174311927,3.669724770642202,0.9174311926605505,5.5045871559633035,2.7522935779816518,1.834862385321101,11.009174311926607,0.0,0.9174311926605505,13.761467889908257,12.844036697247708,42.201834862385326,11631.129299999993
BAD40486.1,Q67PA7,-,370,8.91891891891892,2.4324324324324325,4.594594594594595,10.27027027027027,1.6216216216216217,10.0,1.6216216216216217,8.108108108108109,5.675675675675676,6.756756756756757,2.1621621621621623,2.1621621621621623,3.5135135135135136,1.891891891891892,7.837837837837839,3.5135135135135136,4.324324324324325,12.162162162162163,0.2702702702702703,2.1621621621621623,14.864864864864865,15.135135135135137,35.945945945945944,40240.08680000002,5.863135337829589,0.04054054054054054,37.54648648648647,Symbiobacterium thermophilum IAM 14863,1,0,0,1,1,1,0,1,1,1.8526824712753296,10.515416985993895,16.663541014323737,17.139259651195935,116.0,8.620689655172415,2.586206896551724,1.7241379310344827,11.206896551724139,1.7241379310344827,11.206896551724139,0.8620689655172413,7.758620689655173,4.310344827586207,8.620689655172415,3.4482758620689653,3.4482758620689653,2.586206896551724,2.586206896551724,6.896551724137931,1.7241379310344827,3.4482758620689653,15.517241379310345,0.0,1.7241379310344827,12.931034482758621,12.068965517241379,40.51724137931034,12506.577299999999
ACL74833.1,B8I6E1,-,353,7.64872521246459,2.26628895184136,5.382436260623229,7.932011331444759,1.13314447592068,9.631728045325778,1.41643059490085,12.181303116147308,8.498583569405099,7.64872521246459,2.5495750708215295,4.815864022662889,3.1161473087818696,1.69971671388102,4.2492917847025495,4.815864022662889,4.53257790368272,9.06515580736544,0.0,1.41643059490085,13.314447592067987,14.164305949008499,36.54390934844193,37930.82189999997,6.282095527648925,0.025495750708215296,26.09801699716713,Ruminiclostridium cellulolyticum H10,1,0,0,1,1,1,0,1,1,2.2366905212402344,11.216936991525845,17.60702607139199,17.835056642137218,116.0,6.896551724137931,3.4482758620689653,4.310344827586207,10.344827586206897,0.8620689655172413,7.758620689655173,0.0,14.655172413793101,10.344827586206897,9.482758620689655,2.586206896551724,5.172413793103448,3.4482758620689653,2.586206896551724,2.586206896551724,3.4482758620689653,2.586206896551724,8.620689655172415,0.0,0.8620689655172413,14.655172413793101,12.931034482758621,39.6551724137931,12616.844199999989
